age,goals,assists,annual_wage,non_penalty_goals,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play,play_time,shots_touches,position_DF,"position_DF,FW",position_FW,"position_FW,MF",position_MF,"position_MF,DF",league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A
29.0,2,3,1400000.0,0.2,3.25,32.23,0.617,2.21,4.04,0.69,10.09,0.3,0.15,0.44,0.15,0.34,-0.3573753679180987,-0.0248222395081304,1.9009104604650686,False,False,False,True,False,False,False,True,False,False,False
28.0,1,0,280000.0,0.18,0.9,12.75,0.761,0.72,0.18,0.18,3.77,0.9,0.54,0.9,0.9,1.08,-0.3573753679180987,-1.6545271944207198,-0.05375872757833879,False,True,False,False,False,False,False,False,False,False,True
25.0,0,0,850000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.289292354680742,-2.761993637190646e-17,True,False,False,False,False,False,False,True,False,False,False
25.0,5,2,1140000.0,0.35,3.59,26.0,0.751,2.36,4.55,3.15,12.17,0.53,0.09,0.88,0.35,0.44,0.4299962984797824,-0.5193227826274226,2.0891732743840294,False,False,False,True,False,False,True,False,False,False,False
26.0,0,1,1030000.0,0.0,1.1,39.92,0.699,3.06,1.84,0.86,4.65,2.94,0.98,0.86,1.35,0.61,-0.3573753679180987,-1.0108571543809612,-1.1514911495599827,False,True,False,False,False,False,False,False,True,False,False
31.0,1,3,1890000.0,0.08,2.23,49.69,0.731,4.0,2.38,0.15,4.77,1.69,1.23,1.38,2.62,1.15,-0.3573753679180987,-0.4145857614260207,0.10218901501514717,True,False,False,False,False,False,True,False,False,False,False
32.0,1,0,1850000.0,0.14,0.96,17.73,0.62,0.96,0.82,0.14,5.08,0.69,0.0,0.96,0.55,3.3,-0.3573753679180987,-1.502285382588478,0.8371105314629353,False,False,True,False,False,False,False,False,False,False,True
22.0,6,1,755290.0,0.24,3.2,33.75,0.764,2.22,4.58,2.02,11.1,1.68,0.61,1.31,0.87,0.4,-0.3573753679180987,1.47251886863429,2.707352373340447,False,False,True,False,False,False,False,False,False,True,False
24.0,1,0,300000.0,0.44,2.18,19.38,0.695,1.99,1.0,1.0,5.55,0.81,0.06,0.31,1.06,3.93,0.4299962984797824,-1.2677860984828306,2.086488692212382,False,False,True,False,False,False,False,False,True,False,False
35.0,0,1,1920000.0,0.0,0.82,67.88,0.888,3.93,0.25,0.0,0.0,1.77,1.01,1.65,3.87,1.96,-0.3573753679180987,-0.4632319333988305,-1.425653294706586,True,False,False,False,False,False,False,False,False,False,True
32.0,0,0,600000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.936726363541941,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
27.0,1,0,460000.0,0.14,2.38,46.26,0.68,3.63,1.68,0.56,3.77,2.93,1.54,0.98,2.52,1.12,-0.3573753679180987,-1.3156866050002762,-0.7325086724342553,False,False,False,False,False,True,False,False,False,False,True
34.0,1,1,930000.0,0.04,0.25,48.19,0.865,1.63,0.07,0.0,0.07,1.17,0.99,1.63,5.04,3.23,-0.3573753679180987,2.003609251261709,-1.4050640612422414,True,False,False,False,False,False,False,False,False,False,True
31.0,0,0,3150000.0,0.2,4.17,37.45,0.7,4.32,2.69,1.52,5.34,1.37,0.46,0.76,0.15,0.66,-0.3573753679180987,-2.963115788995944,0.8536728916698093,False,False,True,False,False,False,False,False,False,False,True
23.0,0,0,610000.0,0.0,0.74,59.3,0.913,4.23,0.64,0.18,0.0,1.01,1.65,1.1,3.03,1.84,-0.3573753679180987,-1.3557384731474815,-1.304657039499878,True,False,False,False,False,False,False,False,True,False,False
23.0,0,0,1020000.0,0.0,4.4,39.7,0.792,4.78,3.88,1.55,7.89,1.68,1.03,0.65,0.52,0.52,-0.3573753679180987,-1.8233079672215984,1.5569907771371967,False,False,True,False,False,False,False,False,True,False,False
27.0,0,0,3927509.0,0.0,1.76,59.32,0.87,5.36,0.63,0.42,1.06,2.54,0.71,1.9,1.55,0.49,-0.3573753679180987,-0.7175112842483807,-1.6844341915234886,False,False,False,False,False,True,False,False,False,True,False
35.0,0,0,2290000.0,0.0,0.31,45.73,0.893,1.04,0.1,0.0,0.1,1.35,0.62,1.14,5.51,2.29,-0.3573753679180987,-0.97993521149123,-1.7704465358494375,True,False,False,False,False,False,False,True,False,False,False
29.0,3,1,3021160.0,0.38,3.38,42.06,0.759,3.76,2.25,1.13,7.76,3.13,1.38,0.88,1.13,0.88,-0.3573753679180987,-1.8992310151944165,0.9225892955300785,False,True,False,False,False,False,False,False,False,True,False
28.0,1,1,800000.0,0.13,1.75,19.75,0.703,1.5,0.88,1.38,4.5,0.25,0.0,0.75,1.13,3.88,-0.3573753679180987,-1.1325768618240029,1.1163028016579135,False,False,True,False,False,False,False,True,False,False,False
21.0,1,1,650000.0,0.04,0.85,55.02,0.896,3.26,0.93,0.43,0.97,1.16,1.55,1.74,4.19,1.74,-0.3573753679180987,0.8681070218999766,-0.6957294798131922,True,False,False,False,False,False,False,False,True,False,False
28.0,0,0,300000.0,0.0,0.8,36.4,0.835,2.4,0.2,0.2,0.2,1.0,0.8,1.0,4.6,3.4,-0.3573753679180987,-2.853625327495001,-1.181299498800079,True,False,False,False,False,False,False,True,False,False,False
29.0,0,1,3590000.0,0.0,2.04,61.99,0.918,4.87,0.89,0.42,0.98,1.69,0.84,0.78,0.78,0.27,-0.3573753679180987,3.0774195047078488,-1.7038265704942972,False,False,False,False,True,False,False,False,False,False,True
25.0,0,0,1200000.0,0.0,0.65,57.58,0.809,5.19,0.91,1.17,1.82,2.85,1.17,1.69,4.41,1.69,-0.3573753679180987,-1.6290563478994968,-1.9228361384562964,True,False,False,False,False,False,True,False,False,False,False
32.0,0,0,1800000.0,0.0,0.64,46.98,0.795,2.78,0.0,0.21,0.43,1.18,0.64,1.28,4.49,3.0,-0.3573753679180987,-1.6075452668360544,-1.3062744611539139,True,False,False,False,False,False,True,False,False,False,False
31.0,0,1,2300000.0,0.0,1.94,57.66,0.785,4.1,2.26,0.22,4.53,2.37,0.75,1.51,2.91,0.75,-0.3573753679180987,-1.2770679336041746,-0.7409515008769704,False,False,False,False,False,True,True,False,False,False,False
27.0,1,2,1000000.0,0.07,1.6,76.36,0.821,4.34,1.67,0.43,2.42,2.81,0.78,1.1,2.67,1.28,-0.3573753679180987,1.6422099751400976,-0.8722988793650039,True,False,False,False,False,False,False,False,False,False,True
33.0,0,0,4500000.0,0.0,0.57,54.05,0.844,3.26,0.62,0.35,0.09,1.45,1.76,1.45,3.35,2.07,-0.3573753679180987,0.3254310378537267,-1.5322548724968799,True,False,False,False,False,False,False,True,False,False,False
30.0,0,1,300000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.0399101087667506,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
32.0,1,0,7040000.0,0.04,0.51,60.34,0.924,2.26,0.51,0.12,0.16,1.11,1.31,1.23,3.76,2.38,-0.3573753679180987,0.2991436333318197,-1.3464663571693165,True,False,False,False,False,False,False,False,False,False,True
31.0,0,1,500000.0,0.0,2.21,36.35,0.629,3.27,2.59,0.3,3.76,1.79,0.87,0.99,1.29,0.57,-0.3573753679180987,1.7823954545076564,-1.5228578966348598,True,False,False,False,False,False,False,False,False,False,True
28.0,0,1,3700000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.770622189766231,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,False,True
25.0,3,0,660000.0,0.39,1.94,24.02,0.57,1.03,1.03,0.52,5.29,1.03,0.26,0.52,1.42,4.78,-0.3573753679180987,-0.8492543696542044,1.8953143316639063,False,False,True,False,False,False,True,False,False,False,False
31.0,3,4,4630000.0,0.16,3.21,37.95,0.799,2.62,2.74,1.09,7.08,1.15,0.75,0.75,0.9,0.37,-0.3573753679180987,0.8836024998448138,1.3299589478929816,False,True,False,False,False,False,False,False,False,False,True
29.0,6,2,840000.0,0.32,1.62,22.99,0.607,1.16,1.16,0.65,5.56,0.32,0.09,0.74,0.79,6.95,-0.3573753679180987,0.9654162468452168,3.296774540958019,False,False,True,False,False,False,False,False,True,False,False
28.0,0,1,800000.0,0.0,2.43,62.12,0.864,8.57,0.87,0.28,1.38,3.21,1.42,1.33,1.74,0.92,-0.3573753679180987,0.385192080199515,-1.332039256258921,False,False,False,False,True,False,False,False,True,False,False
27.0,0,2,2050000.0,0.0,1.62,31.77,0.741,3.52,1.06,1.12,1.9,2.63,1.06,1.4,1.4,1.12,-0.3573753679180987,0.1199666498404767,-0.7162862897835555,False,False,False,False,True,False,False,False,False,False,True
30.0,1,4,2800000.0,0.1,5.41,53.09,0.778,6.29,2.61,1.62,6.88,1.62,0.25,0.44,0.25,0.49,-0.3573753679180987,0.3670721352298307,0.23088423482551465,False,False,False,True,False,False,False,True,False,False,False
24.0,2,2,5438089.0,0.1,0.93,63.21,0.906,2.44,0.0,0.0,0.26,1.09,0.57,1.3,3.83,2.12,-0.3573753679180987,-0.3848802150375056,-1.0682930813816052,True,False,False,False,False,False,False,False,False,True,False
33.0,2,1,690000.0,0.15,2.27,27.27,0.578,1.97,1.21,1.52,6.82,0.91,0.0,0.15,0.61,3.03,2.107370676731477,-1.161536742757154,2.1692013462422977,False,False,False,True,False,False,True,False,False,False,False
24.0,0,0,510000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.279735585149887,-2.761993637190646e-17,False,False,True,False,False,False,False,False,False,False,True
26.0,4,0,900000.0,0.35,1.67,24.1,0.782,1.84,1.58,0.44,3.59,1.31,0.53,0.7,0.96,0.79,-0.3573753679180987,-1.203794478883676,-0.025891096670834203,False,False,False,False,True,False,False,False,False,False,True
20.0,9,9,1040000.0,0.25,3.46,31.79,0.761,2.83,5.47,3.08,10.94,1.26,0.57,1.07,0.35,0.13,-0.3573753679180987,2.7485752874773377,1.0662609391260107,False,False,False,True,False,False,False,True,False,False,False
35.0,0,0,3323277.0,0.0,0.94,43.51,0.683,3.44,0.78,0.94,2.03,2.66,0.94,1.57,3.44,0.16,-0.3573753679180987,-1.552018924357558,-1.8304513779961487,True,False,False,False,False,False,False,False,False,True,False
25.0,1,0,1050000.0,0.44,3.19,27.58,0.616,2.32,2.47,1.74,6.97,2.03,0.29,1.02,0.29,2.76,-0.3573753679180987,-2.216658421869587,2.5979532002802017,False,False,False,True,False,False,False,True,False,False,False
24.0,4,0,1812696.0,0.19,2.19,25.21,0.777,3.42,2.57,1.19,4.71,1.71,0.38,1.33,0.52,0.43,-0.3573753679180987,1.157666040052193,0.22202083922230023,False,False,False,True,False,False,False,False,False,True,False
26.0,6,3,3021160.0,0.6,2.41,14.97,0.683,1.13,0.9,0.68,3.84,0.75,0.15,0.68,0.83,1.88,-0.3573753679180987,-0.5974516985795575,1.07033691675508,False,False,True,False,False,False,False,False,False,True,False
25.0,1,0,2780000.0,0.17,2.42,52.69,0.769,3.71,4.23,0.69,6.39,1.12,0.69,1.3,0.95,0.43,-0.3573753679180987,-2.443363079150693,-0.02943349404109851,True,False,False,False,False,False,False,False,False,False,True
22.0,7,4,2500000.0,0.26,4.93,35.64,0.706,3.67,5.57,2.45,9.96,0.9,0.52,0.9,0.39,0.42,-0.3573753679180987,1.1496673713634609,1.9238285559285229,False,False,False,True,False,False,False,True,False,False,False
25.0,2,1,6042321.0,0.06,1.55,55.54,0.821,5.72,1.55,0.37,2.74,1.49,1.12,0.75,2.24,1.49,-0.3573753679180987,-0.5265487800879411,-0.3463591042764456,True,False,False,False,False,False,False,False,False,True,False
29.0,6,1,450000.0,0.3,3.01,17.69,0.667,1.44,2.5,0.68,7.59,0.81,0.17,0.81,0.64,0.76,-0.3573753679180987,1.264448774141191,2.323095357404886,False,False,False,True,False,False,True,False,False,False,False
29.0,9,6,4600000.0,0.38,3.13,37.71,0.729,4.22,2.05,0.63,8.44,1.42,0.46,1.21,0.38,0.25,-0.3573753679180987,1.3497826839402978,2.1454745399518256,False,False,False,False,True,False,False,False,True,False,False
26.0,1,0,5770000.0,0.19,1.33,19.07,0.44,1.53,1.33,0.57,6.29,0.57,0.19,0.57,1.53,3.62,-0.3573753679180987,-2.469281773558844,0.7295223827593553,False,False,True,False,False,False,False,False,False,False,True
23.0,1,0,320000.0,0.31,3.09,24.7,0.788,1.85,3.86,2.47,7.56,1.7,0.31,1.85,0.31,0.93,-0.3573753679180987,-1.3584379553315749,2.2978317190647033,False,False,False,True,False,False,False,False,True,False,False
21.0,0,0,4170000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.21252574293439,-2.761993637190646e-17,True,False,False,False,False,False,False,True,False,False,False
23.0,0,3,2114812.0,0.0,1.6,44.01,0.835,1.83,3.66,0.69,6.25,1.91,1.07,0.69,0.53,0.38,-0.3573753679180987,-0.8432657723084488,-0.49916927404380396,False,True,False,False,False,False,False,False,False,True,False
30.0,6,3,850000.0,0.22,4.03,64.84,0.781,6.62,1.23,1.14,4.82,2.28,0.83,1.45,0.26,0.44,1.319999010333596,1.236901086345597,0.08750346441415767,False,False,False,False,True,False,False,False,True,False,False
22.0,1,0,604232.0,0.04,0.51,34.3,0.776,1.98,0.55,0.26,0.04,1.98,2.09,1.43,5.14,2.2,-0.3573753679180987,1.7387566536303527,-1.3220762766441136,True,False,False,False,False,False,False,False,False,True,False
26.0,12,5,1920000.0,0.33,4.19,48.96,0.752,5.89,2.94,0.71,6.5,1.47,0.38,1.17,1.04,0.84,2.997373388585291,1.7807664611202132,0.8709948583321013,False,False,False,False,True,False,False,False,False,False,True
22.0,1,0,500000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.2990449208479378,-2.761993637190646e-17,False,False,False,True,False,False,False,True,False,False,False
26.0,5,4,5130000.0,0.09,3.53,62.0,0.85,4.92,3.53,1.09,3.99,1.0,0.76,0.85,1.7,0.96,2.107370676731477,2.051509757779155,0.08726075733992693,True,False,False,False,False,False,False,False,False,False,True
39.0,3,1,6646553.0,0.1,0.96,80.51,0.947,3.58,0.1,0.07,0.14,1.07,1.03,1.24,5.19,1.79,-0.3573753679180987,1.8312415457307325,-1.2456711917604348,True,False,False,False,False,False,False,False,False,True,False
25.0,0,0,720000.0,0.0,1.17,51.36,0.802,4.91,1.17,0.23,3.27,2.62,1.03,1.17,2.53,0.94,-0.3573753679180987,0.8378287235335136,-1.6350556032263155,True,False,False,False,False,False,False,False,True,False,False
25.0,0,2,1840000.0,0.0,2.05,57.99,0.768,3.62,1.61,0.88,2.37,2.77,1.33,1.61,2.9,0.76,-0.3573753679180987,1.268612581463163,-1.5740641901663184,True,False,False,False,False,False,False,True,False,False,False
23.0,14,2,120000.0,0.44,1.7,21.49,0.669,1.11,1.11,0.7,6.03,0.97,0.11,0.47,1.25,1.84,2.894742343129358,1.9306066083367968,2.158284219208185,False,False,True,False,False,False,False,False,True,False,False
27.0,1,1,4830000.0,0.0,1.36,63.24,0.879,5.76,1.09,0.22,1.9,1.79,1.63,1.2,3.59,1.63,-0.3573753679180987,-0.295169820280466,-0.8567073474550534,True,False,False,False,False,False,False,False,True,False,False
32.0,1,1,520000.0,0.04,2.14,39.28,0.725,2.22,2.76,0.8,6.5,1.65,0.8,0.76,2.22,0.76,-0.3573753679180987,1.0831990719894025,-1.0922950182402895,False,False,False,False,False,True,False,False,True,False,False
29.0,0,1,720000.0,0.0,1.52,52.92,0.808,3.31,1.48,0.39,4.27,1.48,1.26,1.48,1.7,0.78,-0.3573753679180987,0.8391160125800502,-1.4402906791972314,True,False,False,False,False,False,False,False,True,False,False
29.0,3,0,1030000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,0.4299962984797824,-1.704829365553822,-2.761993637190646e-17,False,False,True,False,False,False,False,False,False,False,True
26.0,0,0,120000.0,0.0,0.15,39.26,0.831,1.62,0.88,0.15,0.15,1.62,1.18,1.32,4.71,1.18,-0.3573753679180987,-1.5165475830324782,-1.9096383155334182,True,False,False,False,False,False,True,False,False,False,False
24.0,0,0,150000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.909249568291667,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
28.0,0,0,3250000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.5874145482717874,-2.761993637190646e-17,False,False,False,False,True,False,False,True,False,False,False
32.0,0,0,7500000.0,0.0,1.69,76.02,0.806,5.07,3.23,0.31,3.84,0.77,0.61,1.23,3.38,1.08,-0.3573753679180987,-1.8234808806990144,-0.2851249841422176,True,False,False,False,False,False,True,False,False,False,False
31.0,0,0,5000000.0,0.26,4.15,48.83,0.801,4.47,2.94,1.21,9.13,2.68,0.51,1.28,0.7,0.83,-0.3573753679180987,-2.961184855426138,1.8988724716505339,True,False,False,False,False,False,True,False,False,False,False
21.0,0,2,300000.0,0.0,1.64,40.69,0.786,3.33,3.22,0.87,7.04,2.02,0.65,1.42,2.62,0.38,-0.3573753679180987,0.2009679614541211,-0.4959668542297139,False,False,False,False,False,True,False,False,True,False,False
25.0,0,0,360000.0,0.0,1.26,42.02,0.781,2.89,1.8,1.26,2.34,3.97,1.44,2.16,3.25,0.9,-0.3573753679180987,-2.304810715784504,-1.2776629664073533,True,False,False,False,False,False,False,False,True,False,False
21.0,1,1,1500000.0,0.16,2.74,24.47,0.645,1.61,2.01,1.85,9.9,0.48,0.24,1.13,0.81,1.21,-0.3573753679180987,-0.3271041178072221,2.440048058476505,False,False,False,True,False,False,True,False,False,False,False
29.0,2,1,2500000.0,0.14,0.89,43.63,0.863,3.7,0.96,0.34,1.03,2.33,1.78,0.68,1.03,1.64,-0.3573753679180987,-0.2599692907509717,-0.9116820645533891,False,False,False,False,True,False,False,False,True,False,False
24.0,4,2,740000.0,0.31,3.42,22.91,0.678,1.55,1.86,0.54,6.06,1.24,0.16,1.16,1.01,3.18,-0.3573753679180987,-0.6355017406116374,1.0048007927951694,False,False,False,True,False,False,False,False,False,False,True
25.0,3,3,2180000.0,0.1,4.08,52.27,0.903,6.09,2.58,1.25,2.75,1.48,0.69,0.97,0.82,0.18,-0.3573753679180987,2.399063552956919,-0.08452122423774044,False,False,False,False,True,False,False,False,False,False,True
22.0,0,0,500000.0,0.0,1.68,39.58,0.815,2.9,0.0,0.15,0.31,3.06,0.92,1.83,1.38,1.38,-0.3573753679180987,-1.408713120691828,-1.5940225728899136,False,False,False,False,True,False,True,False,False,False,False
28.0,12,3,1200000.0,0.32,2.14,27.5,0.588,2.23,1.3,0.58,5.6,0.58,0.39,1.04,1.78,5.6,2.997373388585291,2.4323601546894578,1.9730941311273902,False,False,True,False,False,False,True,False,False,False,False
20.0,0,0,270000.0,0.0,1.13,32.59,0.68,3.1,0.85,0.42,0.85,2.4,0.28,2.12,2.96,0.85,-0.3573753679180987,-1.24572927121429,-1.454830793205933,True,False,False,False,False,False,True,False,False,False,False
36.0,1,0,1812696.0,0.06,0.51,64.33,0.889,4.14,0.7,0.32,0.19,1.15,1.59,1.4,3.57,1.53,-0.3573753679180987,-0.1403534303551511,-1.7900491984004963,True,False,False,False,False,False,False,False,False,True,False
24.0,0,0,120000.0,0.0,0.79,55.29,0.816,4.75,1.19,0.0,0.1,2.67,2.08,1.58,2.87,1.29,-0.3573753679180987,-1.121607899155591,-1.531656445250112,True,False,False,False,False,False,True,False,False,False,False
27.0,8,0,420000.0,0.3,2.76,32.43,0.73,3.02,2.15,0.91,7.11,1.02,0.23,0.95,0.79,0.42,-0.3573753679180987,1.7510567921177724,1.1704206418188878,False,True,False,False,False,False,True,False,False,False,False
27.0,0,0,1130000.0,0.0,0.69,57.08,0.846,3.36,0.6,0.19,0.16,2.04,2.1,1.66,5.24,3.23,-0.3573753679180987,2.1552074185706824,-1.08247747521777,True,False,False,False,False,False,True,False,False,False,False
28.0,1,3,3927509.0,0.03,1.57,55.08,0.811,2.53,1.5,0.54,3.65,1.66,1.22,1.31,2.62,1.25,-0.3573753679180987,2.1197090714727524,-0.8121486006260056,True,False,False,False,False,False,False,False,False,True,False
34.0,0,1,1200000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.678337216916117,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
24.0,0,1,2560000.0,0.0,2.16,44.22,0.8,3.58,2.43,0.47,6.49,1.89,0.68,0.95,0.95,0.81,-0.3573753679180987,-0.1582254466881731,-0.3343581358471035,False,True,False,False,False,False,False,False,False,False,True
28.0,1,0,1080000.0,0.08,2.27,27.11,0.74,3.16,1.78,1.05,6.64,0.89,1.38,1.21,1.21,3.32,0.4299962984797824,-0.4074306565108224,0.5597459665022418,False,False,False,True,False,False,False,False,True,False,False
34.0,3,2,780000.0,0.0,4.0,37.71,0.741,2.93,1.0,0.57,3.29,1.36,0.64,1.07,0.86,0.86,4.674747766836986,-0.0161840489100554,-0.09954675239490388,False,False,False,False,True,False,True,False,False,False,False
18.0,0,2,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.135142492437619,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
33.0,1,4,1812696.0,0.06,4.2,73.44,0.881,8.45,2.1,1.49,4.36,1.27,0.77,0.94,0.39,0.77,-0.3573753679180987,0.5700369603092535,-0.2113563153198414,False,False,False,False,True,False,False,False,False,True,False
25.0,0,0,1812696.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.273942784440472,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,True,False
22.0,1,2,1400000.0,0.06,1.47,42.63,0.739,4.35,0.83,0.19,1.79,3.71,1.09,2.18,1.86,0.96,-0.3573753679180987,0.1487348567512132,-0.5916670476022581,False,False,False,False,True,False,True,False,False,False,False
29.0,1,1,1208464.0,0.08,0.77,32.49,0.713,2.85,0.46,0.31,0.15,1.92,1.77,1.77,5.24,2.39,-0.3573753679180987,-0.7383558376296308,-0.9829115877964054,True,False,False,False,False,False,False,False,False,True,False
27.0,0,0,1790000.0,0.0,2.17,41.36,0.826,4.35,1.0,0.92,1.34,1.5,1.09,1.42,2.17,0.67,-0.3573753679180987,-0.854926388886526,-1.0628423891727306,False,False,False,False,True,False,False,False,False,False,True
29.0,1,1,930000.0,0.04,2.18,48.99,0.693,3.47,2.36,0.64,3.72,0.97,0.57,0.75,3.33,1.18,-0.3573753679180987,1.6490192531004635,-1.559038662009155,True,False,False,False,False,False,False,False,False,False,True
21.0,2,0,2000000.0,0.13,3.9,32.18,0.803,3.37,2.56,1.01,5.92,0.94,0.2,0.54,0.34,0.07,-0.3573753679180987,0.0391423743181744,0.7265950935134773,False,False,False,True,False,False,False,False,False,False,True
24.0,0,0,1850000.0,0.0,1.82,34.62,0.779,3.1,1.46,0.73,3.1,4.19,1.46,2.37,2.0,1.09,-0.3573753679180987,-2.04642156915868,0.9488395047835477,False,False,False,False,True,False,False,False,False,False,True
22.0,0,0,604232.0,0.0,1.85,70.44,0.839,6.0,1.56,0.07,1.26,1.85,0.89,1.63,1.33,0.0,-0.3573753679180987,-0.204811658386232,-0.9908365785966775,False,False,False,False,True,False,False,False,False,True,False
29.0,7,2,5438089.0,0.23,1.35,32.92,0.761,2.89,0.41,0.08,1.35,1.5,1.37,1.55,3.12,3.53,-0.3573753679180987,2.707754870715844,0.12703208619483028,False,False,False,False,True,False,False,False,False,True,False
21.0,1,4,510000.0,0.0,2.7,24.2,0.723,2.66,1.82,1.63,3.12,1.73,0.23,0.65,0.37,0.23,1.319999010333596,1.01287302808966,0.3622964603015105,False,False,False,True,False,False,False,False,False,False,True
26.0,0,1,1500000.0,0.0,1.65,44.69,0.753,2.21,1.7,0.57,6.19,2.27,0.97,0.97,1.65,0.51,-0.3573753679180987,0.3834340601071262,-1.2340907904915919,True,False,False,False,False,False,False,True,False,False,False
29.0,0,0,470000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.9021694785357144,-2.761993637190646e-17,False,False,True,False,False,False,False,True,False,False,False
34.0,0,0,1500000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.7828514357083307,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
26.0,2,0,2416928.0,0.1,0.55,66.41,0.842,3.46,0.5,0.1,0.25,1.4,1.4,1.0,4.51,3.11,-0.3573753679180987,0.0974660972989335,-0.6583194364513799,True,False,False,False,False,False,False,False,False,True,False
25.0,2,0,700000.0,0.21,1.17,20.51,0.772,1.59,1.7,1.28,4.99,0.64,0.21,0.43,0.85,0.64,-0.3573753679180987,-0.8509895065876694,-0.42012777309882166,False,False,False,True,False,False,False,False,True,False,False
25.0,1,3,1510580.0,0.03,0.71,61.21,0.825,2.7,0.68,0.68,0.42,1.48,0.9,1.26,3.09,1.87,-0.3573753679180987,2.3719595904343267,-1.437864546716178,True,False,False,False,False,False,False,False,False,True,False
24.0,1,0,3021160.0,0.08,0.5,72.03,0.89,2.48,0.33,0.17,0.58,1.57,0.66,0.99,4.39,1.66,-0.3573753679180987,-1.1497283389291335,-1.445854384504413,True,False,False,False,False,False,False,False,False,True,False
