age,goals,assists,annual_wage,non_penalty_goals,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play,play_time,shots_touches,position_DF,"position_DF,FW",position_FW,"position_FW,MF",position_MF,"position_MF,DF",league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A
24.0,5,2,6042321.0,0.43,2.14,18.9,0.789,1.5,1.85,0.64,6.78,0.86,0.29,0.78,0.36,1.71,-0.3573753679180987,-0.2939054143928531,3.520328819819932,False,False,True,False,False,False,False,False,False,True,False
28.0,0,2,1980000.0,0.0,2.57,54.06,0.767,3.37,0.61,0.49,0.55,1.71,1.53,0.98,3.92,1.29,-0.3573753679180987,-0.3285373145583252,-1.0296213365382945,True,False,False,False,False,False,True,False,False,False,False
25.0,0,1,5000000.0,0.06,1.68,82.84,0.901,6.99,2.03,0.51,0.51,1.26,0.68,1.06,2.48,1.8,-0.3573753679180987,1.1118922637408928,-1.0150812225295927,True,False,False,False,False,False,True,False,False,False,False
22.0,0,2,1850000.0,0.03,1.7,40.67,0.822,3.78,0.82,0.44,2.28,3.24,0.68,1.36,0.75,1.7,-0.3573753679180987,0.6418502125057987,-0.5993335887119365,False,False,False,False,True,False,False,False,False,False,True
30.0,0,0,1110000.0,0.13,0.81,55.56,0.845,2.88,0.94,0.06,0.5,0.94,0.88,0.69,3.69,2.0,-0.3573753679180987,-1.0034792470565732,-1.4794635808053669,True,False,False,False,False,False,False,False,False,False,True
25.0,6,6,1200000.0,0.24,5.07,41.89,0.734,3.57,4.59,3.73,12.87,1.18,0.32,0.69,0.32,0.24,-0.3573753679180987,1.62530642667163,2.8486794123209065,False,False,True,False,False,False,False,False,True,False,False
26.0,1,1,6042321.0,0.06,1.26,47.33,0.86,3.53,0.79,0.98,0.98,2.93,1.51,2.17,2.8,1.17,-0.3573753679180987,1.7346948672404767,-1.2038618740909963,False,False,False,False,True,False,False,False,False,True,False
29.0,0,0,720000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.83929223450568,-2.761993637190646e-17,True,False,False,False,False,False,False,False,True,False,False
22.0,2,0,1920000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.130982807729574,-2.761993637190646e-17,False,False,True,False,False,False,False,False,False,False,True
19.0,0,0,1800000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.668038904543824,-2.761993637190646e-17,False,False,False,False,False,True,True,False,False,False,False
23.0,0,0,460000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.8892965880703474,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
24.0,2,0,2780000.0,0.22,2.69,54.26,0.877,3.98,3.45,2.26,6.46,1.51,0.65,1.18,0.97,0.11,-0.3573753679180987,-0.9277790014929456,1.33375979495384,False,False,False,True,False,False,False,False,False,False,True
26.0,10,0,755290.0,0.67,1.88,13.26,0.717,1.47,1.07,1.14,6.96,0.27,0.4,0.8,1.67,2.81,-0.3573753679180987,0.2478249849477664,1.9690181534983202,False,False,True,False,False,False,False,False,False,True,False
22.0,0,1,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.624271076961575,-2.761993637190646e-17,False,False,False,False,True,False,False,False,True,False,False
21.0,0,2,1812696.0,0.0,3.07,39.8,0.803,4.83,3.22,1.76,6.15,1.76,0.8,1.68,1.83,1.54,-0.3573753679180987,-0.6602269216774956,0.8931366664625198,False,False,False,True,False,False,False,False,False,True,False
29.0,2,2,2800000.0,0.08,1.66,54.61,0.85,4.28,0.44,0.55,1.31,1.74,1.55,1.35,1.9,1.27,-0.3573753679180987,1.16301099287468,-0.9642954961586332,False,False,False,False,True,False,True,False,False,False,False
30.0,0,0,3700000.0,0.05,1.66,64.71,0.845,4.6,1.98,0.16,2.67,1.98,0.91,1.28,1.93,0.86,-0.3573753679180987,-0.6074480707694897,-1.7138543970970668,True,False,False,False,False,False,False,False,False,False,True
26.0,2,0,1380000.0,0.04,1.81,31.55,0.745,3.92,0.65,0.34,2.2,1.42,0.86,1.46,0.99,1.16,1.319999010333596,0.9349170256149412,-0.6270715256435166,False,False,False,False,True,False,True,False,False,False,False
21.0,9,3,3000000.0,0.46,1.85,15.95,0.723,1.0,2.65,0.88,8.42,0.31,0.15,0.27,0.15,0.58,1.319999010333596,0.7042526028760547,2.484639228799534,False,False,True,False,False,False,False,False,True,False,False
21.0,8,1,750000.0,0.36,1.27,12.86,0.729,0.45,1.09,0.45,5.03,0.32,0.09,0.5,1.13,1.49,0.4299962984797824,1.1060994630314775,1.4207262866990946,False,False,True,False,False,False,False,False,True,False,False
23.0,0,1,740000.0,0.0,4.31,39.88,0.775,2.52,2.69,0.9,5.93,0.72,0.18,1.26,0.9,0.0,-0.3573753679180987,-2.2966432562322807,1.0757876089639553,False,False,False,True,False,False,False,False,False,False,True
25.0,0,1,370000.0,0.0,2.82,42.94,0.635,2.75,3.25,0.94,4.92,1.45,0.8,0.87,1.3,0.58,-0.3573753679180987,-0.7894745667634183,-0.2589396218767108,True,False,False,False,False,False,False,False,False,False,True
25.0,1,0,2416928.0,0.07,1.58,77.5,0.887,4.19,1.65,0.62,2.82,2.82,1.51,1.58,4.12,1.58,-0.3573753679180987,-0.4646880133088576,-1.1330853415024604,True,False,False,False,False,False,False,False,False,True,False
29.0,1,2,5740205.0,0.02,2.0,51.05,0.814,3.59,1.81,0.66,3.57,2.96,1.05,1.37,2.76,0.78,-0.3573753679180987,2.8785914811775486,-1.0940902999805935,True,False,False,False,False,False,False,False,False,True,False
25.0,0,0,1000000.0,0.0,2.57,55.64,0.8,4.4,1.59,0.98,1.96,1.47,1.83,1.83,1.22,2.2,-0.3573753679180987,-1.323881070325349,-1.2686541342118516,False,False,False,False,True,False,False,False,False,False,True
22.0,0,0,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.300873833485647,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
24.0,1,1,260000.0,0.08,2.06,45.71,0.675,2.45,2.69,1.74,6.8,2.53,0.63,2.53,2.14,2.37,-0.3573753679180987,-0.8428220470354466,1.3945085009396065,True,False,False,False,False,False,False,False,False,False,True
29.0,0,0,3323277.0,0.0,1.75,58.61,0.841,3.06,1.09,0.33,3.28,2.3,0.98,0.87,2.19,1.42,-0.3573753679180987,-1.062490501333071,-1.1968910307100293,True,False,False,False,False,False,False,False,False,True,False
23.0,0,1,2416928.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-1.914230635865929,-2.761993637190646e-17,False,False,False,False,True,False,False,False,False,True,False
26.0,0,0,170000.0,0.0,2.34,62.2,0.789,5.9,2.82,0.96,4.31,2.29,0.69,2.07,2.23,1.12,-0.3573753679180987,0.5903856564171791,-1.18686320410726,True,False,False,False,False,False,True,False,False,False,False
26.0,1,1,600000.0,0.03,1.56,64.25,0.874,6.25,1.39,0.51,0.65,2.34,1.83,1.53,3.81,1.7,-0.3573753679180987,1.9849435600869267,-0.6506853188356825,True,False,False,False,False,False,False,False,True,False,False
21.0,0,0,190000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.9624721444726765,-2.761993637190646e-17,False,False,True,False,False,False,False,False,False,False,True
30.0,1,1,1110000.0,0.05,1.4,27.23,0.771,2.04,0.77,0.14,3.17,1.4,0.23,1.4,1.22,0.72,-0.3573753679180987,1.0072531408576608,-0.6491327441696094,False,True,False,False,False,False,False,False,False,False,True
30.0,2,2,8000000.0,0.0,2.04,63.44,0.872,5.11,1.41,0.56,0.81,2.57,1.13,1.41,1.88,1.07,2.997373388585291,0.806046335870627,-1.1828520734661523,False,False,False,False,False,True,True,False,False,False,False
27.0,2,3,860000.0,0.36,3.24,21.78,0.653,1.44,0.9,0.72,5.76,1.26,0.18,0.72,1.62,2.7,-0.3573753679180987,-1.509290457185184,4.129175789902293,False,False,False,True,False,False,False,False,False,True,False
25.0,0,0,1030000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.960541210902871,-2.761993637190646e-17,True,False,False,False,False,False,False,False,False,False,True
24.0,0,1,2000000.0,0.0,3.14,63.05,0.854,7.35,2.7,1.59,3.98,2.65,0.93,0.89,1.06,0.62,-0.3573753679180987,0.3694426714587123,-0.9900927147576221,False,False,False,False,True,False,False,False,True,False,False
23.0,0,1,300000.0,0.0,2.1,56.61,0.829,4.81,1.22,1.49,3.54,2.93,0.61,1.0,0.72,1.49,-0.3573753679180987,0.9632145014798256,-0.771503713956122,False,False,False,False,True,False,False,True,False,False,False
21.0,5,4,1890000.0,0.17,3.27,57.89,0.847,5.01,1.82,1.78,6.67,1.66,0.7,0.99,0.29,0.25,1.319999010333596,1.5930221795761157,0.5845890376819249,False,False,False,True,False,False,True,False,False,False,False
21.0,0,0,120000.0,0.0,1.48,51.74,0.755,3.66,2.18,0.31,4.52,2.03,0.86,1.79,1.95,0.78,-0.3573753679180987,-0.7636267649005873,-1.3742691410888588,True,False,False,False,False,False,False,False,True,False,False
26.0,2,0,1100000.0,0.09,0.72,47.28,0.888,2.57,0.32,0.05,0.14,1.89,1.58,1.53,3.7,0.68,-0.3573753679180987,0.8872164383477619,-1.5206420477340565,True,False,False,False,False,False,False,False,True,False,False
22.0,10,5,270000.0,0.28,2.86,27.88,0.614,3.0,2.86,1.26,4.93,1.08,0.42,1.36,0.73,0.42,-0.3573753679180987,2.291402004093685,0.3474163687366343,False,False,False,True,False,False,True,False,False,False,False
25.0,0,0,1200000.0,0.0,0.68,29.69,0.782,1.96,0.57,0.11,0.41,2.56,0.98,1.21,3.13,1.54,-0.3573753679180987,1.306143883062994,-0.9648939234054017,False,False,False,False,False,True,True,False,False,False,False
30.0,0,0,3130000.0,0.0,0.19,44.31,0.864,2.22,0.37,0.74,0.19,0.56,0.83,0.83,4.25,1.57,-0.3573753679180987,-1.4420577318107632,-1.758235283839846,True,False,False,False,False,False,False,True,False,False,False
30.0,0,0,280000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.853625327495001,-2.761993637190646e-17,True,False,False,False,False,False,False,True,False,False,False
30.0,0,0,5135973.0,0.0,0.78,83.33,0.908,3.28,0.68,0.0,0.1,0.89,0.94,1.36,3.8,2.03,-0.3573753679180987,-0.335146673268425,-1.0660772324808014,True,False,False,False,False,False,True,False,False,False,False
23.0,4,0,6000000.0,0.13,1.43,78.71,0.895,7.44,1.53,0.13,0.53,1.93,0.96,1.29,2.52,1.53,-0.3573753679180987,1.93493920652226,-1.2108651409659443,True,False,False,False,False,False,False,True,False,False,False
22.0,1,1,270000.0,0.04,1.55,41.28,0.805,2.78,0.81,0.25,1.37,2.78,1.69,2.25,2.81,2.6,-0.3573753679180987,1.7851699518509956,-0.6707085485472403,False,False,False,False,True,False,True,False,False,False,False
35.0,2,2,7000000.0,0.23,4.38,35.38,0.824,2.54,2.88,2.77,8.53,2.07,0.81,0.58,1.04,1.96,-0.3573753679180987,-0.6912467628853973,3.9301246046638876,False,False,False,True,False,False,True,False,False,False,False
24.0,0,0,510000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.214829509231877,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,False,True
26.0,15,9,1140000.0,0.37,2.22,17.96,0.647,1.95,0.91,1.0,4.96,0.76,0.3,0.88,0.91,1.58,5.462119433234867,2.434934732782531,2.075053727535827,False,False,False,True,False,False,True,False,False,False,False
30.0,2,0,1812696.0,0.1,0.93,50.22,0.831,2.24,0.38,0.21,0.55,1.34,1.41,1.52,6.24,4.0,-0.3573753679180987,1.7170726590894947,-0.6573328655380933,True,False,False,False,False,False,False,False,False,True,False
19.0,6,0,1812696.0,0.4,1.35,18.85,0.794,0.95,0.9,0.35,4.19,0.9,0.2,0.65,0.5,0.85,-0.3573753679180987,0.160218437237948,1.243979027061014,False,False,True,False,False,False,False,False,False,True,False
22.0,6,0,300000.0,0.24,2.78,16.85,0.742,1.93,2.23,1.39,6.83,0.97,0.66,0.66,0.42,1.45,2.997373388585291,0.6118738543216975,2.8503774235792676,False,False,True,False,False,False,False,False,True,False,False
25.0,4,4,5000000.0,0.07,2.98,95.54,0.913,7.35,1.21,0.96,2.56,3.09,1.24,1.07,1.07,0.39,2.997373388585291,0.618231161781209,-0.42650018923302047,False,False,False,False,True,False,True,False,False,False,False
30.0,2,3,2400000.0,0.21,3.38,34.39,0.625,3.38,1.59,0.62,7.79,0.34,0.41,1.17,0.96,1.17,-0.3573753679180987,-0.2464797615351857,1.7496046992534398,False,False,False,True,False,False,False,True,False,False,False
26.0,1,0,4531741.0,0.03,0.97,59.63,0.912,3.87,1.0,0.51,0.91,1.57,0.91,1.17,2.11,0.8,-0.3573753679180987,2.779670143844485,-1.1790836498992752,True,False,False,False,False,False,False,False,False,True,False
33.0,0,2,720000.0,0.0,2.21,45.07,0.783,4.27,0.54,0.39,2.31,2.31,1.18,1.08,1.42,0.44,-0.3573753679180987,0.6739262951231952,-1.207274577485336,False,False,False,False,False,True,True,False,False,False,False
24.0,1,1,500000.0,0.06,3.09,53.24,0.797,4.16,2.08,1.07,5.41,1.73,1.01,0.65,1.55,0.77,-0.3573753679180987,0.0315435441299738,-0.4287160381338242,False,False,False,False,False,True,True,False,False,False,False
22.0,1,0,1100000.0,0.36,3.96,48.06,0.779,8.82,1.98,0.54,4.32,3.06,1.08,1.08,0.54,1.08,-0.3573753679180987,-1.850336914584944,-0.37050647772741746,False,False,False,False,True,False,False,False,True,False,False
30.0,0,0,380000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.209778251363901,-2.761993637190646e-17,False,False,False,False,True,False,True,False,False,False,False
32.0,4,1,2719044.0,0.12,1.36,60.99,0.829,3.79,0.83,0.31,0.69,1.22,1.07,1.38,4.1,2.05,-0.3573753679180987,2.825168985746273,-0.636290641419268,True,False,False,False,False,False,False,False,False,True,False
23.0,0,1,2780000.0,0.0,2.47,60.78,0.831,4.64,3.23,1.53,3.88,2.0,1.06,1.29,1.65,1.41,-0.3573753679180987,-0.0605685152427231,-0.7145234315372325,True,False,False,False,False,False,False,False,False,False,True
28.0,0,1,940000.0,0.0,1.88,43.43,0.682,2.2,2.41,1.26,3.66,1.99,1.15,1.67,2.2,1.05,-0.3573753679180987,-1.3751457071637028,-1.4954756798758166,True,False,False,False,False,False,False,False,False,False,True
21.0,0,0,2500000.0,0.42,3.51,40.2,0.795,4.35,1.99,0.73,5.29,1.42,0.68,1.62,0.26,0.42,-0.3573753679180987,-2.364123910243363,0.9885459866504889,False,False,False,False,True,False,True,False,False,False,False
18.0,0,0,280000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.4827983085474794,-2.761993637190646e-17,True,False,False,False,False,False,True,False,False,False,False
27.0,0,0,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.7161123245386856,-2.761993637190646e-17,False,False,False,False,True,False,False,True,False,False,False
20.0,1,1,1850000.0,0.08,4.29,37.36,0.758,3.92,1.96,1.88,4.97,1.66,0.6,0.83,0.6,0.3,-0.3573753679180987,-0.2618563375483062,0.49438770262859955,False,False,False,False,True,False,False,False,False,False,True
23.0,1,2,2719044.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,1.319999010333596,-2.114718781170448,-2.761993637190646e-17,False,False,False,True,False,False,False,False,False,True,False
30.0,0,0,600000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.2003235027651407,-2.761993637190646e-17,False,False,False,False,False,True,False,True,False,False,False
24.0,1,3,1640000.0,0.03,1.92,66.94,0.865,6.27,1.63,0.61,0.79,1.95,0.76,1.32,1.97,1.24,-0.3573753679180987,2.059877136581643,-1.3064523212401822,True,False,False,False,False,False,False,False,True,False,False
22.0,2,2,1200000.0,0.13,2.76,24.09,0.722,1.84,2.49,1.25,8.14,2.43,0.39,1.58,0.79,0.98,-0.3573753679180987,-0.1293364583003426,0.8277135556009149,False,False,False,True,False,False,False,True,False,False,False
25.0,0,1,420000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.313005181109576,-2.761993637190646e-17,False,False,False,False,False,True,False,True,False,False,False
29.0,0,1,140000.0,0.05,1.69,51.48,0.787,3.87,2.45,0.71,2.51,1.63,1.42,1.31,2.56,0.93,-0.3573753679180987,-0.2713549729195363,-1.4968828179496025,True,False,False,False,False,False,False,False,True,False,False
30.0,0,0,780000.0,0.0,0.6,35.11,0.754,2.7,0.6,0.11,0.34,1.39,0.98,1.31,4.16,1.28,-0.3573753679180987,1.7300164421001822,-1.369061155954215,True,False,False,False,False,False,False,True,False,False,False
26.0,0,1,180000.0,0.0,0.83,38.89,0.786,1.85,0.19,0.34,0.15,1.95,0.97,2.0,5.21,1.46,-0.3573753679180987,0.6308332404509902,-1.327041554704527,True,False,False,False,False,False,False,False,True,False,False
31.0,0,1,850000.0,0.31,1.41,19.69,0.587,0.78,0.63,0.31,3.59,0.78,0.31,0.78,0.78,4.84,-0.3573753679180987,-2.5223314362624367,0.6093996853676271,False,False,False,True,False,False,False,True,False,False,False
22.0,4,0,480000.0,0.29,2.47,21.54,0.642,2.4,3.71,1.75,6.91,0.73,0.58,1.53,1.09,1.31,-0.3573753679180987,-0.0037818894905403,1.5629426261108958,False,False,False,True,False,False,True,False,False,False,False
27.0,1,0,720000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.5399847728001945,-2.761993637190646e-17,False,False,False,False,True,False,False,True,False,False,False
27.0,0,1,1110000.0,0.0,0.61,48.01,0.834,2.53,0.72,0.0,0.08,0.56,0.59,1.12,4.02,2.5,-0.3573753679180987,2.975852696736391,-1.353259340464015,True,False,False,False,False,False,False,False,False,False,True
26.0,3,1,2220000.0,0.27,2.3,27.82,0.771,2.3,1.15,0.53,6.47,0.35,0.27,0.8,0.27,0.53,-0.3573753679180987,-0.5018464821810067,1.5195483102814034,False,False,False,True,False,False,False,False,False,False,True
29.0,1,0,1390000.0,0.19,2.91,31.6,0.681,4.07,3.45,0.81,8.61,1.09,0.5,0.78,1.09,0.35,-0.3573753679180987,-2.9008821894891783,1.2581309974031973,False,False,False,True,False,False,False,False,False,False,True
26.0,5,6,6480000.0,0.21,4.16,56.62,0.76,4.06,2.5,0.25,8.33,1.73,0.46,0.88,1.38,0.25,-0.3573753679180987,1.3958940419785786,1.0783916015312769,True,False,False,False,False,False,False,False,False,False,True
37.0,1,0,4630000.0,0.07,0.63,38.76,0.758,1.82,0.14,0.14,0.07,1.12,1.19,1.47,6.45,3.08,-0.3573753679180987,-0.554029697952141,-1.054496831211959,True,False,False,False,False,False,False,False,False,False,True
25.0,4,0,2590000.0,0.12,0.97,46.44,0.847,4.15,1.7,0.36,1.33,1.09,0.67,0.91,3.09,1.79,-0.3573753679180987,1.920135382487087,-0.3991179724739776,True,False,False,False,False,False,False,False,False,False,True
25.0,0,0,420000.0,0.0,0.33,43.28,0.917,2.12,0.0,0.0,0.0,1.8,1.31,1.47,3.27,1.14,-0.3573753679180987,-2.90410041210552,-0.9279044472040884,False,True,False,False,False,False,False,True,False,False,False
35.0,0,0,4833857.0,0.0,0.99,44.9,0.841,1.19,0.2,0.4,0.2,2.78,1.59,1.39,2.78,3.18,-0.3573753679180987,-2.176854482359044,-0.6899230674317801,True,False,False,False,False,False,False,False,False,True,False
31.0,5,6,2820000.0,0.13,2.92,43.54,0.763,4.05,3.21,1.53,7.52,2.63,1.21,1.5,0.79,0.47,-0.3573753679180987,2.5647948940049456,0.5279644754355726,False,False,False,True,False,False,False,False,False,False,True
24.0,0,0,600000.0,0.0,1.29,37.24,0.728,1.71,1.65,0.76,5.0,2.59,0.76,1.35,2.24,0.82,-0.3573753679180987,0.3702862352322467,-0.9595080781844891,False,False,False,False,False,True,True,False,False,False,False
23.0,1,2,6000000.0,0.12,2.64,37.61,0.818,3.97,1.68,1.02,2.52,1.74,0.96,1.32,1.5,1.68,-0.3573753679180987,-0.7192422985679198,0.5630456567982751,False,False,False,False,True,False,True,False,False,False,False
25.0,2,2,1000000.0,0.19,2.81,38.81,0.633,2.53,0.94,0.56,3.94,1.97,0.94,1.22,1.97,0.56,-0.3573753679180987,-0.8718610657417692,-0.42628990565277064,True,False,False,False,False,False,True,False,False,False,False
21.0,0,0,230000.0,0.0,2.87,22.01,0.658,1.84,3.57,2.49,5.25,1.78,0.54,1.73,1.46,0.81,-0.3573753679180987,0.8658512649888856,-0.22838740879755887,True,False,False,False,False,False,False,False,False,False,True
26.0,4,0,4490000.0,0.12,0.69,67.54,0.907,3.44,0.78,0.06,0.12,2.15,1.22,1.58,3.11,1.25,-0.3573753679180987,0.9123185747552282,-1.192459332908422,True,False,False,False,False,False,False,False,False,False,True
26.0,0,0,1110000.0,0.15,4.52,55.58,0.766,7.73,2.48,0.44,5.69,1.75,0.0,0.73,0.88,0.73,-0.3573753679180987,-2.8892965880703474,0.013216957949338833,False,False,False,False,True,False,False,False,False,False,True
31.0,0,4,3210000.0,0.0,3.56,50.12,0.727,4.18,3.17,0.35,5.58,1.71,0.57,1.49,2.02,0.53,-0.3573753679180987,1.1543855606623,-0.4509226932522043,True,False,False,False,False,False,False,False,False,False,True
24.0,0,0,450000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.59080156175162,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
23.0,0,0,460000.0,0.47,3.54,46.36,0.664,6.13,2.48,1.06,3.54,1.89,0.59,0.94,1.18,1.06,-0.3573753679180987,-1.947402333507448,1.0418226924904634,False,False,False,False,False,True,False,False,False,False,True
23.0,0,0,360000.0,0.0,2.31,46.52,0.755,4.62,1.94,0.73,3.4,1.58,0.24,1.09,1.58,0.73,-0.3573753679180987,-1.1467329187219812,-1.0718512213682325,False,False,False,False,True,False,True,False,False,False,False
23.0,0,0,640000.0,0.0,1.27,49.48,0.858,4.38,1.17,0.1,0.19,2.14,0.88,1.46,1.56,1.95,-0.3573753679180987,-1.3367269550178666,-1.494278825382281,True,False,False,False,False,False,False,False,False,False,True
32.0,4,4,1640000.0,0.16,2.99,45.78,0.78,4.31,1.11,0.57,6.07,0.82,0.66,0.86,0.74,0.33,-0.3573753679180987,1.2186082278984962,1.3024312945416516,False,False,False,True,False,False,False,False,True,False,False
25.0,0,0,550000.0,0.39,5.69,46.08,0.754,5.76,4.25,1.77,5.96,1.31,0.2,0.65,0.52,0.2,-0.3573753679180987,-2.4017261043885147,1.6904409914277274,False,False,False,False,True,False,True,False,False,False,False
35.0,1,1,420000.0,0.1,0.89,49.29,0.832,1.58,0.39,0.1,0.0,1.87,0.79,2.27,3.15,2.27,-0.3573753679180987,-1.1545046623875983,-0.9522945277292912,True,False,False,False,False,False,False,False,True,False,False
25.0,0,0,360000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.7000212114569773,-2.761993637190646e-17,False,False,False,True,False,False,True,False,False,False,False
28.0,1,6,2500000.0,0.04,2.45,68.65,0.851,6.0,1.31,0.49,0.86,2.16,2.04,1.55,3.67,1.39,-0.3573753679180987,1.4643514090820673,-1.186830780613279,False,False,False,False,False,True,True,False,False,False,False
31.0,5,4,1400000.0,0.0,4.17,46.22,0.69,5.03,1.69,0.9,4.24,1.1,0.63,0.83,0.86,0.43,8.029496523340375,1.7832829050536614,-0.5609045509428566,False,False,False,True,False,False,True,False,False,False,False
33.0,3,1,1250000.0,0.08,1.19,54.7,0.811,3.19,0.38,0.14,0.14,1.0,0.6,0.81,4.14,1.84,-0.3573753679180987,2.9970929660042485,-0.14266593765618488,True,False,False,False,False,False,False,True,False,False,False
27.0,4,2,4000000.0,0.21,3.5,44.01,0.841,5.42,2.26,0.75,3.08,1.1,0.96,0.55,0.55,0.48,1.319999010333596,-0.0421297490910561,1.2696308090677146,False,False,False,False,True,False,True,False,False,False,False
